victims_age;victims_gender;victims_race;date_of_incident;city;state;cause_of_death;official_disposition_of_death;armed_status;fleeing;symptoms;body_camera;race_of_officers
26;Male;Hispanic;02/10/2015;Rialto;CA;Gunshot, Taser;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
29;Male;White;02/10/2015;Amarillo;TX;Gunshot;Justified;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
28;Male;Black;30/09/2015;Beckley;WV;Gunshot;Unreported;Allegedly Armed;Car;No;No;
40;Male;White;30/09/2015;Rockport;TX;Taser, Physical Restraint;Pending investigation;Unclear;;Unknown;;
46;Male;Native American;29/09/2015;Rapid City;SD;Gunshot;Justified by District Attorney;Unclear;Not fleeing;No;No;
37;Male;White;29/09/2015;Mora;MN;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
59;Male;Hispanic;28/09/2015;San Diego;CA;Gunshot;Unreported;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;Yes;
31;Male;Black;28/09/2015;North Miami;FL;Gunshot, Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;No;No;
43;Male;White;27/09/2015;Rossville;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
40;Male;Hispanic;27/09/2015;Ponder;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;No;No;
37;Female;Hispanic;27/09/2015;Los Angeles;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;Yes;
23;Male;Hispanic;26/09/2015;Lovington;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
46;Male;Black;26/09/2015;Baton Rouge;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
33;Male;Black;25/09/2015;Chicago;IL;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
45;Male;White;25/09/2015;Wilhoit;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
21;Male;White;25/09/2015;Akron;OH;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Other;No;No;
40;Male;Hispanic;25/09/2015;Fresno;CA;Gunshot;Justified by internal review;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;Yes;
17;Male;White;24/09/2015;Fountain;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
42;Male;Black;24/09/2015;Miami;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
30;Male;Native American;24/09/2015;St Paul;MN;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;Yes;No;
35;Male;White;23/09/2015;McKinney;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;No;No;
45;Male;White;23/09/2015;Troutdale;VA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
28;Male;Black;23/09/2015;Wilmington;DE;Gunshot;Justified by Department of Justice;Allegedly Armed;Not fleeing;Yes;No;
48;Male;Black;23/09/2015;Salt Lake City;UT;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
19;Male;Black;23/09/2015;Reisterstown;MD;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;No;No;
32;Male;Black;22/09/2015;Haywood;CA;Gunshot;Unreported;Allegedly Armed;Car;No;No;
33;Male;White;22/09/2015;Niceville;FL;Gunshot;Unreported;Allegedly Armed;Not fleeing;Yes;No;
55;Male;White;22/09/2015;Anderson;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
26;Male;White;22/09/2015;North Las Vegas;NV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
24;Male;Hispanic;21/09/2015;Dallas;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Yes;No;
27;Male;White;21/09/2015;Sand City;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
23;Female;White;21/09/2015;Sand City;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
26;Male;White;21/09/2015;Barberville;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
34;Male;Hispanic;21/09/2015;Auburndale;FL;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;No;No;
21;Male;White;21/09/2015;Paris;TX;Gunshot, Taser;Grand jury/No bill or Cleared;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
23;Male;White;20/09/2015;Harrisonburg;VA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;
56;Male;White;20/09/2015;Shelbyville;IN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
46;Male;White;19/09/2015;Slidell;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;Unknown;No;
57;Male;White;19/09/2015;St. Stephens;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;Yes;
50;Male;Native American;19/09/2015;Marysville;WA;Beaten;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;;
47;Male;White;18/09/2015;Cumberland Furnace;TN;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
32;Male;White;18/09/2015;San Bernardino;CA;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
50;Male;White;17/09/2015;Beaverton;MI;Gunshot;Unreported;Allegedly Armed;Not fleeing;Drug or alcohol use;No;
61;Male;White;17/09/2015;Brodhead;KY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
31;Male;White;16/09/2015;Lead;SD;Gunshot;Unreported;Allegedly Armed;Foot;Yes;No;
32;Male;Hispanic;15/09/2015;Los Angeles;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;Yes;
51;Male;Hispanic;15/09/2015;Miami;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;Yes;No;
39;Male;Hispanic;15/09/2015;Los Angeles;CA;Gunshot;Unreported;Allegedly Armed;Not fleeing;No;No;
27;Male;Black;15/09/2015;Alexandria;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
21;Male;Black;15/09/2015;Chalmette;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
25;Male;Black;14/09/2015;Eddyville;KY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;Unknown;No;
28;Male;White;14/09/2015;Barstow;CA;Gunshot;Unreported;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;
39;Male;White;13/09/2015;Wellman;IA;Gunshot;Unreported;Allegedly Armed;Not fleeing;Yes;No;
67;Male;Black;13/09/2015;Pond Creek;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
29;Male;White;13/09/2015;Clute;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Car;Unknown;No;
45;Male;White;12/09/2015;Knoxville;TN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
23;Male;White;12/09/2015;Sylacauga;AL;Gunshot;Pending investigation/No Known Charges;Unclear;Other;Unknown;No;
31;Male;White;11/09/2015;Chester;PA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
44;Male;White;11/09/2015;Broomfield;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
29;Male;Black;10/09/2015;Indianapolis;IN;Gunshot;Unreported;Allegedly Armed;Not fleeing;No;No;
32;Male;White;10/09/2015;Lodi;CA;Gunshot;Unreported;Allegedly Armed;Foot;No;No;
41;Male;Hispanic;10/09/2015;Downey;CA;Gunshot;Justified by District Attorney;Allegedly Armed;Car;No;No;
31;Male;Asian;10/09/2015;Potsdam;NY;Gunshot;Under investigation;Allegedly Armed;Not fleeing;Unknown;No;
35;Male;Hispanic;10/09/2015;Fontana;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
25;Male;White;09/09/2015;Green Bay;WI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
33;Male;Native American;09/09/2015;North Pole;AK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
37;Male;Black;09/09/2015;Kansas City;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
59;Male;Asian;09/09/2015;El Monte;CA;Gunshot;Unreported;Allegedly Armed;Not fleeing;No;No;
19;Male;Native American;08/09/2015;Fairbanks;AK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
24;Male;White;08/09/2015;Akron;OH;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;Unknown;;
45;Male;Hispanic;07/09/2015;Fresno;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;Yes;
41;Male;Black;07/09/2015;Detroit;MI;Beaten;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;;
1;Male;White;07/09/2015;Puryear;TN;Gunshot;Charged;Unarmed/Did Not Have Actual Weapon;;Unknown;;
59;Male;Hispanic;06/09/2015;Miami;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
28;Male;Asian;06/09/2015;Shreveport;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;Yes;No;
45;Male;White;06/09/2015;Hobbs;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
35;Male;Black;05/09/2015;Virginia Beach;VA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
32;Male;Hispanic;05/09/2015;Ontario;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;Yes;
21;Male;Black;05/09/2015;Durham;NC;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;
28;Female;Black;05/09/2015;Virginia Beach;VA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
47;Male;Hispanic;05/09/2015;Long Beach;CA;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;Drug or alcohol use;;
37;Male;Asian;04/09/2015;Mitchell;SD;Gunshot;Justified by Attorney General;Allegedly Armed;Not fleeing;Yes;No;
27;Male;White;04/09/2015;Weitchpec;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
36;Male;White;04/09/2015;Springtown;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Unknown;No;
23;Male;White;04/09/2015;Merrimack;NH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
49;Male;Hispanic;04/09/2015;French Lick;IN;Gunshot, Taser;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;No;No;
33;Male;White;04/09/2015;Girardville;PA;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;;
45;Male;White;02/09/2015;Prescott;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;Yes;
76;Male;White;01/09/2015;Twinsburg;OH;Gunshot;Justified by Prosecutor;Allegedly Armed;Not fleeing;No;No;
47;Male;White;01/09/2015;Artesia;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
33;Male;Black;01/09/2015;Bluefield;WV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
45;Male;White;31/08/2015;Loveland;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
48;Male;Black;31/08/2015;Cincinnati;OH;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;;
18;Male;White;31/08/2015;Hamilton;GA;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;;
20;Male;White;30/08/2015;Cushing;OK;Gunshot;Justified;Allegedly Armed;Not fleeing;No;No;
40;Male;Hispanic;30/08/2015;Tucson;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
25;Male;Black;29/08/2015;North Las Vegas;NV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
43;Male;White;29/08/2015;San Antonio;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;No;No;
29;Male;Hispanic;29/08/2015;Chicago;IL;Gunshot;Unreported;Unarmed/Did Not Have Actual Weapon;Car;No;No;
28;Male;White;28/08/2015;Spanish Fork;UT;Gunshot;Under investigation;Allegedly Armed;Not fleeing;Yes;Yes;
23;Male;White;28/08/2015;Longview;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Unknown;No;
61;Male;Black;28/08/2015;Mt. Vernon;NY;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
41;Male;Hispanic;28/08/2015;San Antonio;TX;Gunshot;Under investigation;Unclear;Not fleeing;Yes;No;
54;Male;White;27/08/2015;San Diego;CA;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;Yes;
42;Male;Black;27/08/2015;Dallas;TX;Gunshot, Taser;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;No;No;
30;Male;Black;27/08/2015;Oakland;CA;Gunshot;Under investigation;Allegedly Armed;Not fleeing;Unknown;Yes;
29;Male;Hispanic;27/08/2015;Los Angeles;CA;Gunshot;Under investigation;Unclear;Not fleeing;Unknown;No;
46;Male;White;26/08/2015;Hixson;TN;Gunshot;Under investigation;Allegedly Armed;Car;Unknown;No;
27;Male;White;26/08/2015;West Jordan;UT;Gunshot;Under investigation;Allegedly Armed;Not fleeing;Yes;No;
22;Male;White;26/08/2015;Hendersonville;TN;Gunshot;Justified;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;
30;Male;Hispanic;25/08/2015;Santa Fe;NM;Gunshot;Under investigation;Allegedly Armed;Foot;Unknown;No;
53;Male;White;25/08/2015;Thonotosassa;FL;Gunshot;Under investigation;Allegedly Armed;Not fleeing;Unknown;No;
45;Male;White;25/08/2015;Phoenix;AZ;Gunshot;Under investigation;Allegedly Armed;Not fleeing;Unknown;No;
22;Male;Hispanic;25/08/2015;Miami;FL;Gunshot;Under investigation;Allegedly Armed;Not fleeing;Unknown;No;
34;Male;Black;25/08/2015;West Chester;PA;Gunshot;Justified;Allegedly Armed;Not fleeing;Unknown;No;
57;Male;White;23/08/2015;Las Vegas;NV;Gunshot;Under investigation;Allegedly Armed;Not fleeing;Unknown;No;
36;Male;White;23/08/2015;Jacksonville;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
36;Male;White;23/08/2015;Arab;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;Unknown;No;
53;Male;Black;23/08/2015;Archdale;NC;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;Unknown;No;
21;Male;White;23/08/2015;Brick;NJ;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
29;Male;White;22/08/2015;Bakersfield;CA;Gunshot;Justified;Unclear;Not fleeing;No;No;
31;Male;White;22/08/2015;Cohasset;MN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
39;Male;Black;22/08/2015;Troy;NY;Gunshot, Taser;Unreported;Allegedly Armed;Foot;Unknown;No;
64;Male;White;22/08/2015;King George;VA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
26;Male;White;22/08/2015;Wichita;KS;Gunshot;Justified by District Attorney;Vehicle;Car;Drug or alcohol use;No;
38;Male;White;22/08/2015;New Albany;MS;Gunshot;;Vehicle;;Unknown;;
57;Male;White;21/08/2015;Grapeview;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
38;Male;White;21/08/2015;Wake Forest;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
57;Male;White;21/08/2015;Scottsdale;AZ;Taser;Unreported;Unarmed/Did Not Have Actual Weapon;;Unknown;;
30;Male;White;21/08/2015;North East;MD;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
17;Male;Hispanic;20/08/2015;Ontario;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
19;Male;White;20/08/2015;Beverly;OH;Gunshot;Under investigation;Allegedly Armed;Not fleeing;Yes;No;
50;Male;White;20/08/2015;Tuscaloosa;AL;Gunshot, Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;
24;Male;Black;19/08/2015;Bloomfield Hills;MI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
29;Male;White;19/08/2015;Hunters;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;Yes;No;
44;Male;White;19/08/2015;Waynesville;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
18;Male;Black;19/08/2015;St. Louis;MO;Gunshot;Pending investigation/No Known Charges;Unclear;Foot;Unknown;No;
35;Male;Black;17/08/2015;Houston;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Drug or alcohol use;No;
40;Male;Hispanic;17/08/2015;San Jose;CA;Gunshot;Justified by District Attorney;Unarmed/Did Not Have Actual Weapon;Foot;No;No;
29;Male;Hispanic;16/08/2015;San Jose;CA;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;Unknown;No;
47;Male;White;16/08/2015;Kerrville;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Unknown;No;
44;Male;Hispanic;15/08/2015;Irwindale;CA;Taser;Pending investigation/No Known Charges;Unclear;;Unknown;;
34;Male;Black;15/08/2015;Inyokern;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
23;Male;Black;15/08/2015;Sunnyvale;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
30;Male;White;15/08/2015;Carson City;NV;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;Unknown;No;
43;Male;White;15/08/2015;Hanover;IN;Gunshot, Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
53;Male;White;14/08/2015;Bolton;CT;Gunshot, Taser;Justified by State's Attorney;Allegedly Armed;Car;Unknown;No;
38;Male;Black;14/08/2015;New York;NY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
26;Male;Hispanic;14/08/2015;Boerne;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Unknown;No;
30;Male;Black;14/08/2015;Spauldings;MD;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;Yes;No;
24;Male;White;12/08/2015;Odessa;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Unknown;No;
27;Male;Black;12/08/2015;Oakland;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;Yes;
27;Male;Hispanic;12/08/2015;Hemet;CA;Gunshot;Unreported;Allegedly Armed;Car;Unknown;No;
27;Male;Black;12/08/2015;Toledo;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
49;Male;White;12/08/2015;Hobbs;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;Unknown;No;
30;Female;Black;12/08/2015;Los Angeles;CA;Gunshot, Taser;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;
34;Male;White;11/08/2015;Sandpoint;ID;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
48;Male;White;11/08/2015;Waco;TX;Gunshot, Taser;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Unknown;No;
24;Male;White;10/08/2015;Gilbert;AZ;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;Unknown;No;
41;Male;White;09/08/2015;Ardmore;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
22;Male;Hispanic;09/08/2015;San Jose;CA;Gunshot;Justified by District Attorney;Allegedly Armed;Foot;Unknown;No;
77;Male;Unknown race;09/08/2015;Pittston;PA;Gunshot;Unreported;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;
15;Male;Black;09/08/2015;Indianapolis;IN;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;Unknown;No;
33;Male;Unknown race;08/08/2015;Brookshire;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
24;Male;Black;08/08/2015;Summerville;SC;Gunshot;Justified;Allegedly Armed;Car;Unknown;No;
59;Male;White;08/08/2015;Gastonia;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
46;Male;White;08/08/2015;Spokane;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
25;Male;Black;07/08/2015;Greenville;NC;Gunshot;Justified;Allegedly Armed;Not fleeing;Unknown;No;
28;Male;Black;07/08/2015;Long Beach;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
24;Male;Hispanic;07/08/2015;Las Vegas;NV;Gunshot;Justified by District Attorney;Unclear;Not fleeing;Yes;Yes;
30;Male;White;07/08/2015;Fresno;CA;Gunshot;Justified;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;
19;Male;Black;07/08/2015;Arlington;TX;Gunshot;Justified;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
26;Male;White;07/08/2015;Hartford;CT;Taser;Justified by State's Attorney;Unarmed/Did Not Have Actual Weapon;;Unknown;;
